# FEC Loss Vectors | model=GE | generated by generate_fec_traffic_data.m v2
model,loss_rate_target,trial,block,D0,D1,D2,D3,P0,P1,P2,P3
random,0.20,2,18,1,1,0,1,0,1,1,1
random,0.20,2,19,1,1,1,1,1,1,1,0
random,0.20,2,20,1,1,1,1,1,1,0,1
random,0.20,2,21,1,1,1,1,0,1,1,1
random,0.20,2,22,1,1,1,1,1,1,1,1
random,0.20,2,23,1,1,0,1,1,1,0,1
random,0.20,2,24,0,1,0,1,0,1,1,1
random,0.20,2,25,0,1,1,1,1,1,0,1
random,0.20,2,26,1,0,1,1,1,0,1,1
random,0.20,2,27,1,1,1,0,1,0,1,1
random,0.20,2,28,1,0,1,1,1,1,1,1
random,0.20,2,29,1,1,0,1,1,1,1,1
random,0.20,2,30,1,1,0,1,0,1,1,1
random,0.20,2,31,1,1,0,1,1,1,1,1
random,0.20,2,32,1,1,1,1,1,1,1,1
random,0.20,2,33,1,0,1,1,1,1,1,0
random,0.20,2,34,1,1,0,1,1,0,1,1
random,0.20,2,35,0,1,0,1,1,1,1,0
random,0.20,2,36,1,1,0,1,1,1,0,1
random,0.20,2,37,0,1,1,0,1,1,0,1
random,0.20,2,38,0,1,1,1,0,1,0,1
random,0.20,2,39,1,0,1,1,0,1,0,1
random,0.20,2,40,1,1,1,1,1,1,1,1
random,0.20,2,41,0,1,1,1,1,1,0,1
random,0.20,2,42,1,1,1,1,0,1,1,0
random,0.20,2,43,1,1,1,0,1,1,1,1
random,0.20,2,44,1,0,1,1,0,1,1,1
random,0.20,2,45,1,1,0,1,0,1,1,1
random,0.20,2,46,1,1,1,1,1,1,1,0
random,0.20,2,47,1,1,1,0,1,1,1,0
random,0.20,2,48,1,1,1,1,1,1,1,0
random,0.20,2,49,1,1,1,0,1,1,0,1
random,0.20,2,50,1,0,1,1,1,1,1,1
random,0.20,3,1,1,1,1,1,1,1,0,1
random,0.20,3,2,1,1,0,1,0,1,1,0
random,0.20,3,3,1,1,1,1,1,0,1,1
random,0.20,3,4,1,1,1,1,0,1,1,1
random,0.20,3,5,1,1,1,1,1,0,1,1
random,0.20,3,6,1,0,1,1,1,1,1,1
random,0.20,3,7,0,1,1,0,1,1,1,1
random,0.20,3,8,1,1,1,0,1,0,1,1
random,0.20,3,9,1,1,0,1,1,0,1,1
random,0.20,3,10,1,0,1,0,1,1,1,0
random,0.20,3,11,1,0,1,0,1,1,1,1
random,0.20,3,12,1,1,1,0,1,0,1,1
random,0.20,3,13,0,1,0,1,1,0,1,0
random,0.20,3,14,1,1,1,1,0,1,1,1
random,0.20,3,15,1,1,1,1,0,1,1,1
random,0.20,3,16,0,1,0,1,1,1,0,1
random,0.20,3,17,1,1,0,1,1,1,0,1
random,0.20,3,18,1,1,0,1,1,1,1,1
random,0.20,3,19,1,0,1,1,1,1,0,1
random,0.20,3,20,1,0,1,1,1,0,1,1
random,0.20,3,21,1,1,1,1,1,1,1,1
random,0.20,3,22,1,0,1,1,0,1,1,1
random,0.20,3,23,1,1,1,1,1,1,0,1
random,0.20,3,24,1,0,1,1,1,0,1,1
random,0.20,3,25,0,1,1,0,1,1,1,1
random,0.20,3,26,1,1,1,1,0,1,1,1
random,0.20,3,27,1,1,1,1,1,1,1,1
random,0.20,3,28,1,1,1,1,0,1,1,0
random,0.20,3,29,1,1,1,1,0,1,1,0
random,0.20,3,30,1,1,1,0,1,1,1,0
random,0.20,3,31,1,1,1,1,1,1,1,1
random,0.20,3,32,1,1,1,1,1,0,1,0
random,0.20,3,33,1,1,1,0,1,1,1,0
random,0.20,3,34,1,0,1,1,1,1,1,1
random,0.20,3,35,1,1,1,0,1,1,1,1
random,0.20,3,36,1,1,1,1,1,1,1,1
random,0.20,3,37,0,1,1,1,1,1,1,1
random,0.20,3,38,1,1,1,1,1,0,1,0
random,0.20,3,39,1,1,1,1,1,0,1,1
random,0.20,3,40,1,1,0,1,0,1,1,1
random,0.20,3,41,1,1,0,1,1,0,1,1
random,0.20,3,42,1,1,1,1,1,1,0,1
random,0.20,3,43,1,1,0,1,1,1,1,1
random,0.20,3,44,0,1,1,1,1,0,1,1
random,0.20,3,45,1,1,0,1,1,1,1,0
random,0.20,3,46,1,1,1,0,1,0,1,1
random,0.20,3,47,1,0,1,0,1,1,0,1
random,0.20,3,48,1,1,0,1,1,1,0,1
random,0.20,3,49,1,1,0,1,1,0,1,1
random,0.20,3,50,1,1,1,1,1,1,1,1
random,0.20,4,1,1,1,1,1,1,0,1,1
random,0.20,4,2,1,0,1,1,1,1,1,1
random,0.20,4,3,0,1,1,1,1,1,0,1
random,0.20,4,4,1,1,0,1,0,1,0,1
random,0.20,4,5,1,1,1,0,1,1,1,0
random,0.20,4,6,1,1,1,1,1,1,1,1
random,0.20,4,7,0,1,1,1,1,0,1,1
random,0.20,4,8,1,1,1,1,0,1,1,0
random,0.20,4,9,1,0,1,0,1,1,1,0
random,0.20,4,10,1,1,1,1,1,0,1,1
random,0.20,4,11,1,1,1,1,1,1,1,1
random,0.20,4,12,1,1,0,1,1,1,1,1
random,0.20,4,13,1,1,0,1,0,1,1,1
random,0.20,4,14,0,1,1,0,1,1,0,1
random,0.20,4,15,1,1,1,1,0,1,1,1
random,0.20,4,16,1,0,1,1,1,0,1,1
random,0.20,4,17,1,1,1,0,0,1,1,1
random,0.20,4,18,0,1,0,1,1,0,1,1
random,0.20,4,19,0,1,1,0,1,1,1,1
random,0.20,4,20,1,1,0,1,0,1,1,0
random,0.20,4,21,1,1,1,1,1,1,1,1
random,0.20,4,22,1,1,0,1,1,0,1,1
random,0.20,4,23,1,1,1,1,1,1,1,1
random,0.20,4,24,0,1,1,0,1,1,1,1
random,0.20,4,25,1,1,1,0,1,1,1,1
random,0.20,4,26,1,1,1,0,1,0,1,1
random,0.20,4,27,1,1,1,1,1,1,1,1
random,0.20,4,28,1,1,1,1,0,1,1,1
random,0.20,4,29,1,1,1,0,1,0,1,1
random,0.20,4,30,1,0,1,1,1,1,1,0
random,0.20,4,31,1,1,1,1,1,1,1,1
random,0.20,4,32,1,1,1,1,0,1,1,1
random,0.20,4,33,1,0,1,0,1,1,0,1
random,0.20,4,34,1,1,1,0,1,1,0,1
random,0.20,4,35,0,1,1,1,1,1,1,1
random,0.20,4,36,1,0,1,0,1,0,1,1
random,0.20,4,37,0,1,1,1,1,1,0,1
random,0.20,4,38,1,1,1,1,1,1,0,1
random,0.20,4,39,1,1,1,0,1,1,1,1
random,0.20,4,40,0,1,1,0,1,0,1,1
random,0.20,4,41,1,1,1,0,1,0,1,1
random,0.20,4,42,0,1,1,0,1,1,1,1
random,0.20,4,43,1,1,1,1,1,1,0,1
random,0.20,4,44,1,1,1,1,1,1,1,1
random,0.20,4,45,1,1,0,1,1,1,0,1
random,0.20,4,46,0,1,1,1,1,1,1,1
random,0.20,4,47,1,1,1,1,1,1,1,1
random,0.20,4,48,1,0,1,1,1,1,1,1
random,0.20,4,49,1,0,1,1,1,0,1,0
random,0.20,4,50,1,0,1,1,1,1,1,1
random,0.20,5,1,1,1,1,1,0,1,0,1
random,0.20,5,2,1,0,1,1,1,1,1,1
random,0.20,5,3,1,1,1,1,0,1,0,1
random,0.20,5,4,1,1,1,1,1,0,1,1
random,0.20,5,5,1,0,1,1,0,1,1,0
random,0.20,5,6,1,1,1,1,1,0,1,1
random,0.20,5,7,1,1,1,0,1,1,1,0
random,0.20,5,8,1,1,1,1,0,1,1,0
random,0.20,5,9,1,1,1,1,1,1,0,1
random,0.20,5,10,1,1,1,1,1,1,0,1
random,0.20,5,11,1,1,1,1,1,1,1,0
random,0.20,5,12,1,1,0,1,1,0,1,1
random,0.20,5,13,1,0,1,0,1,1,1,1
random,0.20,5,14,1,1,0,1,1,1,1,1
random,0.20,5,15,1,1,0,1,1,1,1,1
random,0.20,5,16,1,1,1,1,1,1,0,1
random,0.20,5,17,1,1,1,1,1,1,1,1
random,0.20,5,18,0,1,0,1,1,1,1,0
random,0.20,5,19,1,0,1,1,0,1,1,1
random,0.20,5,20,1,1,1,0,1,0,1,1
random,0.20,5,21,1,1,1,1,1,1,0,1
random,0.20,5,22,0,1,1,1,1,0,1,1
random,0.20,5,23,0,1,1,1,0,1,1,1
random,0.20,5,24,0,1,0,1,1,1,1,1
random,0.20,5,25,0,1,1,1,1,1,1,1
random,0.20,5,26,1,1,0,1,1,0,1,0
random,0.20,5,27,1,1,1,0,1,1,1,1
random,0.20,5,28,1,1,1,1,1,1,1,0
random,0.20,5,29,1,0,1,1,1,0,1,1
random,0.20,5,30,1,1,0,1,0,1,1,1
random,0.20,5,31,0,1,1,1,1,0,1,1
random,0.20,5,32,0,1,1,0,1,0,1,1
random,0.20,5,33,0,1,1,1,0,1,0,1
random,0.20,5,34,1,1,1,1,0,1,1,0
random,0.20,5,35,1,1,0,1,1,1,1,1
random,0.20,5,36,1,1,1,1,1,1,1,1
random,0.20,5,37,0,1,0,1,1,0,1,0
random,0.20,5,38,1,1,1,1,1,1,1,1
random,0.20,5,39,1,1,1,1,1,1,1,1
random,0.20,5,40,1,1,1,1,1,0,1,1
random,0.20,5,41,0,1,1,1,1,1,0,1
random,0.20,5,42,1,1,1,1,1,1,0,1
random,0.20,5,43,0,1,0,1,1,1,1,0
random,0.20,5,44,1,1,0,1,0,1,1,0
random,0.20,5,45,1,1,1,1,0,1,0,1
random,0.20,5,46,1,0,1,0,1,0,1,1
random,0.20,5,47,1,1,1,0,1,1,1,1
random,0.20,5,48,1,1,1,1,1,1,1,1
random,0.20,5,49,1,0,1,1,1,1,1,0
random,0.20,5,50,1,1,0,1,1,1,0,1
random,0.25,1,1,1,0,1,1,1,0,1,0
random,0.25,1,2,1,1,0,1,1,1,1,1
random,0.25,1,3,1,0,1,1,0,1,1,1
random,0.25,1,4,0,1,0,1,0,1,0,0
random,0.25,1,5,1,1,1,0,1,1,0,1
random,0.25,1,6,0,1,0,1,0,1,1,1
random,0.25,1,7,1,1,1,1,1,0,1,0
random,0.25,1,8,1,0,1,1,0,1,0,1
random,0.25,1,9,1,1,0,1,1,1,0,1
random,0.25,1,10,1,1,1,1,0,1,1,0
random,0.25,1,11,1,0,1,0,1,1,1,0
random,0.25,1,12,1,1,0,1,1,1,1,1
random,0.25,1,13,0,1,1,0,1,0,1,0
random,0.25,1,14,1,0,1,1,1,1,1,0
random,0.25,1,15,1,1,0,1,0,1,0,1
random,0.25,1,16,0,1,1,1,0,1,0,1
random,0.25,1,17,0,1,1,1,1,1,1,1
random,0.25,1,18,1,1,1,1,1,1,1,0
random,0.25,1,19,1,0,1,1,1,1,1,1
random,0.25,1,20,1,1,0,1,0,1,1,0
random,0.25,1,21,1,1,0,1,1,0,1,1
random,0.25,1,22,1,1,1,1,1,1,1,1
random,0.25,1,23,1,0,1,0,1,1,1,1
random,0.25,1,24,1,1,1,1,1,1,0,1
random,0.25,1,25,1,1,1,1,0,1,1,1
random,0.25,1,26,0,1,1,0,1,0,1,1
random,0.25,1,27,1,0,1,0,1,0,1,1
random,0.25,1,28,1,0,1,1,1,1,1,1
random,0.25,1,29,1,1,0,1,1,0,1,0
random,0.25,1,30,1,1,1,1,1,1,1,1
random,0.25,1,31,1,1,0,1,1,1,1,1
random,0.25,1,32,1,1,1,1,0,1,1,1
random,0.25,1,33,0,1,0,1,0,1,0,1
random,0.25,1,34,1,1,1,1,1,0,1,0
random,0.25,1,35,1,1,1,0,1,0,1,1
random,0.25,1,36,1,0,1,1,1,0,1,1
random,0.25,1,37,1,0,1,1,1,1,1,0
random,0.25,1,38,1,1,1,1,1,1,1,1
random,0.25,1,39,1,1,0,1,0,1,1,1
random,0.25,1,40,0,1,1,0,1,1,1,1
random,0.25,1,41,1,1,0,1,0,1,1,0
random,0.25,1,42,1,1,1,1,1,1,0,1
random,0.25,1,43,1,1,1,1,1,1,1,1
random,0.25,1,44,0,1,1,0,1,0,1,0
random,0.25,1,45,1,1,1,0,1,0,1,1
random,0.25,1,46,1,1,1,0,1,0,1,1
random,0.25,1,47,0,1,0,1,1,1,0,1
random,0.25,1,48,0,1,0,1,0,1,1,1
random,0.25,1,49,1,0,1,1,1,1,0,1
random,0.25,1,50,0,1,1,1,0,1,0,1
random,0.25,2,1,1,0,1,1,1,1,0,1
random,0.25,2,2,1,1,0,1,1,0,1,1
random,0.25,2,3,1,1,0,1,0,1,1,1
random,0.25,2,4,0,1,1,1,0,1,1,1
random,0.25,2,5,1,1,0,1,1,1,1,0
random,0.25,2,6,1,1,0,1,1,1,0,1
random,0.25,2,7,0,1,0,1,1,0,1,1
random,0.25,2,8,1,1,1,1,1,1,1,1
random,0.25,2,9,1,0,1,0,1,1,0,1
random,0.25,2,10,0,1,0,1,1,1,1,1
random,0.25,2,11,0,1,1,0,1,1,1,1
random,0.25,2,12,0,1,1,1,1,1,0,1
random,0.25,2,13,1,1,0,1,1,1,0,1
random,0.25,2,14,1,0,1,0,1,0,1,0
random,0.25,2,15,1,1,1,1,0,1,1,1
random,0.25,2,16,1,0,1,1,0,1,1,0
random,0.25,2,17,1,1,1,0,1,1,1,1
random,0.25,2,18,1,0,0,1,1,0,1,1
random,0.25,2,19,1,0,1,1,1,0,1,1
random,0.25,2,20,0,1,1,1,1,1,0,1
random,0.25,2,21,1,0,1,0,1,1,0,1
random,0.25,2,22,1,1,0,1,1,0,1,1
random,0.25,2,23,0,1,1,1,0,1,0,1
random,0.25,2,24,1,1,1,1,1,1,0,1
random,0.25,2,25,1,1,1,1,0,1,1,0
random,0.25,2,26,1,0,1,1,0,1,1,1
random,0.25,2,27,1,1,1,0,1,0,1,0
random,0.25,2,28,1,1,1,1,1,0,1,1
random,0.25,2,29,1,1,1,1,1,1,0,1
random,0.25,2,30,0,1,1,0,1,1,1,1
random,0.25,2,31,1,1,1,1,0,1,1,1
random,0.25,2,32,0,1,1,0,1,0,1,1
random,0.25,2,33,1,1,1,1,1,1,0,1
random,0.25,2,34,1,1,0,1,0,1,1,1
random,0.25,2,35,1,0,1,0,1,1,1,0
random,0.25,2,36,1,1,1,0,1,0,1,1
random,0.25,2,37,1,1,0,1,0,1,1,1
random,0.25,2,38,1,0,1,1,1,0,1,1
random,0.25,2,39,1,1,1,1,1,1,1,1
random,0.25,2,40,0,1,0,1,1,1,1,0
random,0.25,2,41,1,0,1,0,1,0,1,1
random,0.25,2,42,1,1,0,1,1,1,1,0
random,0.25,2,43,1,0,1,1,0,1,1,1
random,0.25,2,44,0,1,0,1,1,1,1,1
random,0.25,2,45,1,1,1,0,1,1,0,1
random,0.25,2,46,1,1,1,1,0,1,1,0
random,0.25,2,47,1,1,1,1,1,1,1,0
random,0.25,2,48,1,1,1,0,1,0,1,1
random,0.25,2,49,0,1,0,1,0,1,1,1
random,0.25,2,50,0,1,1,0,1,1,1,1
random,0.25,3,1,1,1,0,1,1,0,1,1
random,0.25,3,2,1,1,0,1,1,1,0,1
random,0.25,3,3,1,1,1,1,1,1,1,1
random,0.25,3,4,1,1,1,1,1,1,1,1
random,0.25,3,5,1,1,1,0,1,1,1,0
random,0.25,3,6,1,1,1,1,1,1,0,1
random,0.25,3,7,1,1,0,1,1,1,1,1
random,0.25,3,8,0,1,1,0,1,1,1,0
random,0.25,3,9,1,1,1,1,1,0,1,0
random,0.25,3,10,1,1,0,1,0,1,0,1
random,0.25,3,11,1,0,1,1,0,1,1,1
random,0.25,3,12,0,1,1,0,1,1,0,1
random,0.25,3,13,1,0,1,1,1,1,1,0
random,0.25,3,14,1,0,1,1,1,1,0,1
random,0.25,3,15,1,0,1,0,1,0,1,1
random,0.25,3,16,0,1,0,1,1,1,1,1
random,0.25,3,17,1,1,1,1,0,1,1,0
random,0.25,3,18,1,0,1,0,1,1,1,1
random,0.25,3,19,1,0,1,0,1,1,0,0
random,0.25,3,20,1,0,1,1,1,0,1,0
random,0.25,3,21,1,0,1,1,0,1,1,1
random,0.25,3,22,1,0,1,1,1,0,1,1
random,0.25,3,23,1,1,1,0,1,1,0,1
random,0.25,3,24,1,1,0,1,0,1,1,1
random,0.25,3,25,1,0,1,1,1,0,1,1
random,0.25,3,26,1,1,0,1,1,1,1,0
random,0.25,3,27,1,1,1,1,1,1,1,1
random,0.25,3,28,0,1,1,1,1,0,1,0
random,0.25,3,29,1,0,1,0,1,1,1,1
random,0.25,3,30,1,1,1,1,1,1,1,0
random,0.25,3,31,1,0,1,0,1,1,1,1
random,0.25,3,32,1,0,1,0,1,1,0,1
random,0.25,3,33,1,1,1,0,1,1,1,0
random,0.25,3,34,1,1,1,1,0,1,0,1
random,0.25,3,35,1,1,1,1,1,0,1,0
random,0.25,3,36,1,0,1,1,1,1,1,1
random,0.25,3,37,1,1,1,0,1,1,0,1
random,0.25,3,38,1,0,1,0,1,1,1,1
random,0.25,3,39,0,1,0,1,0,1,0,1
random,0.25,3,40,1,0,1,1,0,1,0,1
random,0.25,3,41,0,1,1,1,1,1,0,1
random,0.25,3,42,1,1,0,1,0,1,1,1
random,0.25,3,43,0,1,1,1,1,1,1,0
random,0.25,3,44,1,1,1,1,1,0,1,0
random,0.25,3,45,1,1,0,1,1,1,0,1
random,0.25,3,46,1,1,1,0,1,0,1,1
random,0.25,3,47,0,1,1,1,1,1,1,1
random,0.25,3,48,1,1,1,0,1,1,0,1
random,0.25,3,49,0,1,1,0,1,1,0,1
random,0.25,3,50,0,1,0,1,0,1,1,0
random,0.25,4,1,1,1,1,1,0,1,1,1
random,0.25,4,2,1,1,1,1,1,1,1,0
random,0.25,4,3,1,1,0,1,1,0,1,1
random,0.25,4,4,0,1,1,0,1,0,1,1
random,0.25,4,5,1,1,1,0,1,0,1,1
random,0.25,4,6,1,0,1,1,1,1,1,0
random,0.25,4,7,1,1,0,1,1,1,1,0
random,0.25,4,8,1,0,1,0,1,1,1,1
random,0.25,4,9,1,0,1,1,0,1,0,1
random,0.25,4,10,1,1,1,1,1,1,1,1
random,0.25,4,11,1,1,1,0,1,1,1,1
random,0.25,4,12,1,1,1,0,1,0,1,1
random,0.25,4,13,1,1,1,1,1,0,1,1
random,0.25,4,14,1,0,1,0,1,1,1,0
random,0.25,4,15,1,0,1,0,1,0,1,1
random,0.25,4,16,1,1,0,1,1,1,1,1
random,0.25,4,17,0,1,1,0,1,1,1,0
random,0.25,4,18,1,1,1,1,1,1,0,1
random,0.25,4,19,1,1,0,1,1,1,1,1
random,0.25,4,20,0,1,1,0,1,0,1,1
random,0.25,4,21,0,1,1,0,1,1,1,1
random,0.25,4,22,1,1,1,1,1,1,0,1
random,0.25,4,23,0,1,0,1,1,1,1,0
random,0.25,4,24,1,1,1,0,1,1,1,0
random,0.25,4,25,1,1,1,1,1,1,1,0
random,0.25,4,26,1,0,1,1,1,1,1,1
random,0.25,4,27,1,0,1,0,1,1,1,0
random,0.25,4,28,1,0,1,1,1,0,1,1
random,0.25,4,29,1,0,1,0,1,1,1,1
random,0.25,4,30,1,1,1,1,1,1,0,1
random,0.25,4,31,1,1,1,1,1,1,1,1
random,0.25,4,32,1,0,1,0,1,1,0,1
random,0.25,4,33,0,1,1,0,1,0,1,1
random,0.25,4,34,1,0,1,1,0,1,0,1
random,0.25,4,35,1,1,1,1,1,1,1,1
random,0.25,4,36,1,0,1,1,1,0,1,0
random,0.25,4,37,1,1,0,1,1,1,1,0
random,0.25,4,38,1,1,1,1,0,1,1,0
random,0.25,4,39,1,0,1,1,1,1,0,1
random,0.25,4,40,1,1,1,1,1,1,1,0
random,0.25,4,41,1,0,0,1,1,0,1,0
random,0.25,4,42,1,1,0,1,1,1,0,1
random,0.25,4,43,1,0,1,1,1,1,0,1
random,0.25,4,44,1,0,1,0,1,0,1,1
random,0.25,4,45,1,1,1,1,0,1,0,1
random,0.25,4,46,1,0,1,0,1,1,0,1
random,0.25,4,47,1,1,0,1,1,0,1,0
random,0.25,4,48,1,0,1,1,0,1,0,1
random,0.25,4,49,0,1,1,1,1,1,0,1
random,0.25,4,50,1,1,0,1,1,1,1,1
random,0.25,5,1,1,0,1,0,1,1,1,1
random,0.25,5,2,1,1,1,1,1,0,1,0
random,0.25,5,3,1,1,1,1,1,1,1,0
random,0.25,5,4,1,1,0,1,1,1,1,1
random,0.25,5,5,0,1,1,1,0,1,1,0
random,0.25,5,6,1,1,0,1,1,0,1,0
random,0.25,5,7,1,1,0,1,0,1,1,1
random,0.25,5,8,1,0,1,1,1,1,1,0
random,0.25,5,9,1,1,0,1,0,1,1,1
random,0.25,5,10,1,0,1,1,0,1,1,1
random,0.25,5,11,1,1,1,1,1,0,1,0
random,0.25,5,12,1,1,1,1,0,1,0,1
random,0.25,5,13,0,1,1,1,1,1,1,1
random,0.25,5,14,1,1,0,1,1,1,1,1
random,0.25,5,15,0,1,1,0,1,1,1,0
random,0.25,5,16,1,0,1,1,1,1,1,1
random,0.25,5,17,1,1,0,1,0,1,1,1
random,0.25,5,18,1,0,1,1,0,1,1,1
random,0.25,5,19,1,1,0,1,1,1,1,0
random,0.25,5,20,1,1,0,1,1,1,0,1
random,0.25,5,21,0,1,0,1,1,0,1,0
random,0.25,5,22,1,1,0,1,1,1,1,0
random,0.25,5,23,1,1,0,1,1,0,1,1
random,0.25,5,24,1,1,1,1,1,1,1,1
random,0.25,5,25,1,0,1,0,1,0,1,1
random,0.25,5,26,1,0,1,0,1,1,1,1
random,0.25,5,27,1,0,1,1,1,0,1,1
random,0.25,5,28,1,1,1,1,1,0,1,1
random,0.25,5,29,1,1,1,0,1,1,0,1
random,0.25,5,30,1,1,1,0,1,0,1,0
random,0.25,5,31,1,1,1,0,1,1,0,1
random,0.25,5,32,1,1,1,0,1,0,1,0
random,0.25,5,33,1,1,1,1,1,1,1,1
random,0.25,5,34,1,1,1,0,1,1,1,1
random,0.25,5,35,1,1,1,0,1,0,1,1
random,0.25,5,36,0,1,0,1,1,1,1,0
random,0.25,5,37,1,1,1,1,0,1,1,1
random,0.25,5,38,0,1,1,1,1,0,1,0
random,0.25,5,39,1,1,0,1,0,1,1,1
random,0.25,5,40,1,1,1,1,0,1,0,1
random,0.25,5,41,0,1,1,1,0,1,1,1
random,0.25,5,42,0,1,1,1,1,0,1,0
random,0.25,5,43,1,1,0,1,1,1,1,1
random,0.25,5,44,1,0,1,1,0,1,1,1
random,0.25,5,45,1,0,1,1,1,1,1,1
random,0.25,5,46,1,1,1,1,1,1,1,0
random,0.25,5,47,1,1,1,1,0,1,1,1
random,0.25,5,48,1,1,0,1,0,1,1,1
random,0.25,5,49,1,1,1,1,0,1,0,1
random,0.25,5,50,1,1,1,1,1,0,1,1
random,0.30,1,1,1,1,1,0,1,1,0,1
random,0.30,1,2,0,1,1,1,1,1,1,1
random,0.30,1,3,0,1,0,1,0,1,0,1
random,0.30,1,4,1,1,1,0,1,0,1,0
random,0.30,1,5,1,1,1,0,1,0,1,0
random,0.30,1,6,1,1,1,0,1,1,1,0
random,0.30,1,7,1,0,1,1,1,1,1,1
random,0.30,1,8,0,1,0,1,1,1,0,1
random,0.30,1,9,1,0,1,1,1,0,1,1
random,0.30,1,10,0,1,1,1,1,1,0,1
random,0.30,1,11,1,1,0,1,1,1,1,0
random,0.30,1,12,1,0,1,0,1,1,0,1
random,0.30,1,13,0,1,0,1,1,0,1,0
random,0.30,1,14,1,1,0,1,0,1,1,0
random,0.30,1,15,1,0,1,0,1,0,1,0
random,0.30,1,16,1,1,0,1,0,1,1,0
random,0.30,1,17,1,1,1,1,1,0,1,1
random,0.30,1,18,0,0,1,1,0,1,1,1
random,0.30,1,19,0,1,0,1,0,1,0,1
random,0.30,1,20,0,1,1,0,1,1,1,1
random,0.30,1,21,1,1,1,1,0,1,1,1
random,0.30,1,22,0,1,1,1,1,0,1,0
random,0.30,1,23,1,1,0,1,1,0,1,1
random,0.30,1,24,0,1,0,1,1,1,1,1
random,0.30,1,25,1,1,1,1,1,0,1,0
random,0.30,1,26,1,1,1,1,0,1,1,1
random,0.30,1,27,1,0,1,1,0,1,1,1
random,0.30,1,28,1,0,1,1,1,1,1,0
random,0.30,1,29,1,1,1,1,1,0,1,1
random,0.30,1,30,1,1,1,1,0,1,0,1
random,0.30,1,31,0,1,1,0,1,1,0,1
random,0.30,1,32,1,1,0,1,0,1,0,1
random,0.30,1,33,1,1,1,1,1,0,1,1
random,0.30,1,34,1,1,1,0,1,1,1,1
random,0.30,1,35,1,0,1,1,1,1,1,0
random,0.30,1,36,1,0,1,1,0,1,1,1
random,0.30,1,37,1,1,0,1,1,0,1,0
random,0.30,1,38,1,0,1,0,1,1,0,1
random,0.30,1,39,1,1,0,1,1,0,1,0
random,0.30,1,40,1,1,0,1,1,0,1,1
random,0.30,1,41,1,0,1,0,1,1,1,0
random,0.30,1,42,1,0,1,1,1,0,1,0
random,0.30,1,43,1,1,1,0,1,0,1,1
random,0.30,1,44,1,1,0,1,1,0,1,0
random,0.30,1,45,1,1,0,1,1,0,1,1
random,0.30,1,46,1,0,1,1,1,0,1,1
random,0.30,1,47,1,1,1,1,0,1,1,1
random,0.30,1,48,0,1,1,1,1,0,1,0
random,0.30,1,49,1,1,1,1,0,1,0,1
random,0.30,1,50,0,1,1,1,1,1,0,1
random,0.30,2,1,1,0,1,1,0,1,0,1
random,0.30,2,2,0,1,0,1,0,1,1,1
random,0.30,2,3,1,0,1,1,1,0,1,1
random,0.30,2,4,1,1,1,1,1,1,0,1
random,0.30,2,5,0,1,1,1,0,1,1,1
random,0.30,2,6,0,1,0,1,1,1,1,1
random,0.30,2,7,1,1,0,1,0,1,1,1
random,0.30,2,8,0,1,0,1,0,1,0,1
random,0.30,2,9,1,1,1,1,0,1,0,1
random,0.30,2,10,1,1,0,1,0,1,0,1
random,0.30,2,11,1,1,1,0,1,1,1,1
random,0.30,2,12,1,1,0,1,0,1,1,1
random,0.30,2,13,0,1,1,1,1,1,0,1
random,0.30,2,14,0,1,0,1,0,1,1,1
random,0.30,2,15,0,1,1,1,0,1,0,1
random,0.30,2,16,1,1,1,1,1,1,0,1
random,0.30,2,17,1,0,1,0,1,0,1,0
random,0.30,2,18,1,1,1,0,1,0,1,1
random,0.30,2,19,1,1,1,0,1,0,1,1
random,0.30,2,20,0,1,1,0,1,1,1,0
random,0.30,2,21,1,0,1,0,1,1,0,1
random,0.30,2,22,0,1,0,1,0,1,1,0
random,0.30,2,23,1,1,1,0,1,1,0,1
random,0.30,2,24,1,0,1,1,1,1,1,1
random,0.30,2,25,1,1,0,1,1,0,1,0
random,0.30,2,26,1,1,1,0,1,0,1,1
random,0.30,2,27,1,1,1,1,1,1,1,0
random,0.30,2,28,1,0,1,0,1,1,0,1
random,0.30,2,29,1,1,0,1,0,1,0,1
random,0.30,2,30,1,1,0,1,1,1,1,0
random,0.30,2,31,1,1,1,0,1,0,1,1
random,0.30,2,32,1,1,1,1,1,1,1,1
random,0.30,2,33,1,0,1,0,1,1,1,1
random,0.30,2,34,1,0,1,1,0,1,0,1
random,0.30,2,35,0,1,1,0,1,0,1,0
random,0.30,2,36,1,1,0,1,1,0,1,1
random,0.30,2,37,0,1,0,1,1,1,0,1
random,0.30,2,38,1,0,1,0,1,0,1,1
random,0.30,2,39,0,1,1,0,1,1,0,1
random,0.30,2,40,0,1,0,1,1,0,1,1
random,0.30,2,41,0,1,0,1,1,1,1,1
random,0.30,2,42,0,1,1,0,1,0,1,1
random,0.30,2,43,1,0,1,1,0,1,1,1
random,0.30,2,44,0,1,1,0,1,0,1,0
random,0.30,2,45,1,0,1,0,1,1,0,1
random,0.30,2,46,1,0,1,1,0,1,1,0
random,0.30,2,47,1,0,1,0,1,1,1,1
random,0.30,2,48,1,1,0,1,1,1,1,1
random,0.30,2,49,1,1,1,1,1,0,1,0
random,0.30,2,50,1,1,0,1,1,0,1,1
random,0.30,3,1,1,0,1,1,1,1,1,1
random,0.30,3,2,1,1,1,0,1,1,0,1
